Webpage,Preprocessed_Text,Preprocessed_Document
Wan)（Day,"['wan', '（day']",['wanday']
Sailing）|TurboJet,['sailing）|turbojet'],['sailingturbojet']
daily,['daily'],['daili']
ferry,['ferry'],['ferri']
ticket,['ticket'],['ticket']
one-way,['one-way'],['oneway']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Kowloon,['kowloon'],['kowloon']
to/from,['to/from'],['tofrom']
Macau,['macau'],['macau']
Taipa)|Cotai,"['taipa', '|cotai']",['taipacotai']
Water,['water'],['water']
Jet,['jet'],['jet']
Ferry,['ferry'],['ferri']
Private,['private'],['privat']
Personalised,['personalised'],['personalis']
Tour,['tour'],['tour']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Local,['local'],['local']
Insider|[Direct,"['insider|', 'direct']",['insiderdirect']
delivery,['delivery'],['deliveri']
Japan],['japan'],['japan']
Kishu,['kishu'],['kishu']
fruit,['fruit'],['fruit']
amazake,['amazake'],['amazak']
set,['set'],['set']
types,['types'],['type']
"available,",['available'],['avail']
ladies’,"['ladies', '’']",['ladi']
favorite)｜Only,"['favorite', '｜only']",['favoriteonli']
available,['available'],['avail']
shipping,['shipping'],['ship']
within,['within'],['within']
Hong,['hong'],['hong']
Kong|Hong,['kong|hong'],['konghong']
Kong,['kong'],['kong']
Private,['private'],['privat']
Transfer,['transfer'],['transfer']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Chek,['chek'],['chek']
Lap,['lap'],['lap']
Kok,['kok'],['kok']
Airport,['airport'],['airport']
Hong,['hong'],['hong']
Kong|[Direct,"['kong|', 'direct']",['kongdirect']
delivery,['delivery'],['deliveri']
"Japan,",['japan'],['japan']
gadgets,['gadgets'],['gadget']
parents,['parents'],['parent']
children,['children'],['children']
home],['home'],['home']
variety,['variety'],['varieti']
cartoon-style,['cartoon-style'],['cartoonstyl']
water,['water'],['water']
dispenser,['dispenser'],['dispens']
machines,['machines'],['machin']
available,['available'],['avail']
shipping,['shipping'],['ship']
within,['within'],['within']
Hong,['hong'],['hong']
Kong)|[Direct,"['kong', 'direct']",['kongdirect']
delivery,['delivery'],['deliveri']
Japan],['japan'],['japan']
Asahi,['asahi'],['asahi']
Full,['full'],['full']
Open,['open'],['open']
Cap,['cap'],['cap']
Foam,['foam'],['foam']
Beer,['beer'],['beer']
(Latest,['latest'],['latest']
launch!,['launch'],['launch']
Popular,['popular'],['popular']
item!)｜Only,"['item', '｜only']",['itemonli']
available,['available'],['avail']
shipping,['shipping'],['ship']
within,['within'],['within']
Hong,['hong'],['hong']
in-depth,['in-depth'],['indepth']
Guide,['guide'],['guid']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Palace,['palace'],['palac']
Museum,['museum'],['museum']
[City,['city'],['citi']
Speaker,['speaker'],['speaker']
includes,['includes'],['includ']
standard,['standard'],['standard']
Admission,['admission'],['admiss']
Tickets,['tickets'],['ticket']
Palace,['palace'],['palac']
Museum]|Hong,"['museum', '|hong']",['museumhong']
Kong,['kong'],['kong']
Airport,['airport'],['airport']
(HKG),['hkg'],['hkg']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
hotels,['hotels'],['hotel']
Round-Trip,['round-trip'],['roundtrip']
Private,['private'],['privat']
Transfer|,['transfer|'],['transfer']
Shuttle,['shuttle'],['shuttl']
boat,['boat'],['boat']
Tai,['tai'],['tai']
Tai,['tai'],['tai']
Chung,['chung'],['chung']
Bridge,['bridge'],['bridg']
Tai,['tai'],['tai']
Heritage,['heritage'],['heritag']
Hotel,['hotel'],['hotel']
Pier,['pier'],['pier']
(private,['private'],['privat']
boat)|[Hong,"['boat', 'hong']",['boathong']
Kong-Shenzhen,['kong-shenzhen'],['kongshenzhen']
Express],['express'],['express']
Direct,['direct'],['direct']
bus,['bus'],['bu']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Shenzhen,['shenzhen'],['shenzhen']
(Shenzhen,['shenzhen'],['shenzhen']
Qianhai,['qianhai'],['qianhai']
Sam)|Taixuan,"['sam', '|taixuan']",['samtaixuan']
Taoist,['taoist'],['taoist']
Temple|Top,['temple|top'],['templetop']
Wi-Fi,['wi-fi'],['wifi']
Phone,['phone'],['phone']
CardsChina·Hong,['cardschina·hong'],['cardschinahong']
Kong·Macau,['kong·macau'],['kongmacau']
eSIM｜Unlimited,['esim｜unlimited'],['esimunlimit']
4G,['4g'],['g']
High-speed,['high-speed'],['highspe']
"Data|China,",['data|china'],['datachina']
Hong,['hong'],['hong']
"Kong,",['kong'],['kong']
Macau,['macau'],['macau']
eSIM｜Total,['esim｜total'],['esimtot']
5GB/10GB/15GB/20GB,['5gb/10gb/15gb/20gb'],['gb']
High-speed,['high-speed'],['highspe']
4G,['4g'],['g']
LTE,['lte'],['lte']
Unlimited,['unlimited'],['unlimit']
high-speed,['high-speed'],['highspe']
data|Hong,['data|hong'],['datahong']
Kong/Macao,['kong/macao'],['kongmacao']
eSIM,['esim'],['esim']
Day,['day'],['day']
Pass/Data,['pass/data'],['passdata']
Package,['package'],['packag']
(QR,['qr'],['qr']
Code)|Hong,"['code', '|hong']",['codehong']
Kong/Macau,['kong/macau'],['kongmacau']
eSIM,['esim'],['esim']
Unlimited,['unlimited'],['unlimit']
4G,['4g'],['g']
high-speed,['high-speed'],['highspe']
data|Hong,['data|hong'],['datahong']
"Kong,",['kong'],['kong']
"Macau,",['macau'],['macau']
"Singapore,",['singapore'],['singapor']
"Malaysia,",['malaysia'],['malaysia']
"Thailand,",['thailand'],['thailand']
"Indonesia,",['indonesia'],['indonesia']
"Cambodia,",['cambodia'],['cambodia']
Vietnam,['vietnam'],['vietnam']
eSIM,['esim'],['esim']
Data,['data'],['data']
plan,['plan'],['plan']
QR,['qr'],['qr']
Code|Asia・Australia,['code|asia・australia'],['codeasiaaustralia']
eSIM｜AIS,['esim｜ais'],['esimai']
days,['days'],['day']
6GB,['6gb'],['gb']
High-speed,['high-speed'],['highspe']
Unlimited,['unlimited'],['unlimit']
5G/4G,['5g/4g'],['g']
Data|Hong,['data|hong'],['datahong']
Kong,['kong'],['kong']
Macau,['macau'],['macau']
eSIM｜Common,['esim｜common'],['esimcommon']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Macau,['macau'],['macau']
Optional,['optional'],['option']
unlimited,['unlimited'],['unlimit']
data,['data'],['data']
Optional,['optional'],['option']
days,['days'],['day']
QR,['qr'],['qr']
code|Hong,['code|hong'],['codehong']
Kong,['kong'],['kong']
eSIM,['esim'],['esim']
Data,['data'],['data']
Plan,['plan'],['plan']
QR,['qr'],['qr']
Code,['code'],['code']
|China&Hong,"['|china', 'hong']",['chinahong']
Kong&Macau&Taiwan,"['kong', 'macau', 'taiwan']",['kongmacautaiwan']
eSIM,['esim'],['esim']
Day,['day'],['day']
Pass/data,['pass/data'],['passdata']
Package,['package'],['packag']
(QR,['qr'],['qr']
code)|China,"['code', '|china']",['codechina']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Macau,['macau'],['macau']
esim｜High,['esim｜high'],['esimhigh']
speed,['speed'],['speed']
daily,['daily'],['daili']
"500MB/1GB/2GB/3GB,",['500mb/1gb/2gb/3gb'],['gb']
total,['total'],['total']
capacity,['capacity'],['capac']
eSIM,['esim'],['esim']
4G/5G,['4g/5g'],['g']
high-speed,['high-speed'],['highspe']
network,['network'],['network']
QR,['qr'],['qr']
code|Hong,['code|hong'],['codehong']
"Kong,",['kong'],['kong']
Macau,['macau'],['macau']
4G,['4g'],['g']
SIM,['sim'],['sim']
Card,['card'],['card']
"(HK,",['hk'],['hk']
"Macau,",['macau'],['macau']
"Taiwan,",['taiwan'],['taiwan']
China,['china'],['china']
Delivery,['delivery'],['deliveri']
Only)|AIS,['|ais'],['onlyai']
Asia,['asia'],['asia']
esim,['esim'],['esim']
data,['data'],['data']
package,['package'],['packag']
(QR,['qr'],['qr']
code)|Mainland,"['code', '|mainland']",['codemainland']
China,['china'],['china']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Macau,['macau'],['macau']
eSIM,['esim'],['esim']
4G,['4g'],['g']
Data,['data'],['data']
Daily,['daily'],['daili']
Plan,['plan'],['plan']
QR,['qr'],['qr']
Code,['code'],['code']
|[Hong,['hong'],['hong']
Kong,['kong'],['kong']
Macau],['macau'],['macau']
4G,['4g'],['g']
Internet,['internet'],['internet']
Data,['data'],['data']
SIM,['sim'],['sim']
Card｜Optional,['card｜optional'],['cardopt']
days｜Insert,['days｜insert'],['daysinsert']
card,['card'],['card']
use｜Self-pickup,['use｜self-pickup'],['useselfpickup']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Airport|,['airport|'],['airport']
Asia,['asia'],['asia']
Regions,['regions'],['region']
eSIM,['esim'],['esim']
4G,['4g'],['g']
Data,['data'],['data']
Daily,['daily'],['daili']
Plan,['plan'],['plan']
QR,['qr'],['qr']
Code,['code'],['code']
|Asia,['|asia'],['asia']
eSIM,['esim'],['esim']
Day,['day'],['day']
Pass/Data,['pass/data'],['passdata']
Package,['package'],['packag']
(QR,['qr'],['qr']
Code)|[Hong,"['code', 'hong']",['codehong']
"Kong,",['kong'],['kong']
China,['china'],['china']
"Macau,",['macau'],['macau']
China],['china'],['china']
4G,['4g'],['g']
high-speed,['high-speed'],['highspe']
SIM,['sim'],['sim']
card,['card'],['card']
pick,['pick'],['pick']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Airport|Hong,['airport|hong'],['airporthong']
Kong,['kong'],['kong']
WiFi,['wifi'],['wifi']
rental,['rental'],['rental']
(high,['high'],['high']
speed,['speed'],['speed']
throughout,['throughout'],['throughout']
journey,['journey'],['journey']
without,['without'],['without']
speed,['speed'],['speed']
reduction),['reduction'],['reduct']
(pick,['pick'],['pick']
return,['return'],['return']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Airport)|[Hong,"['airport', 'hong']",['airporthong']
"Kong,",['kong'],['kong']
Mainland,['mainland'],['mainland']
China],['china'],['china']
4G,['4g'],['g']
Internet,['internet'],['internet']
Card,['card'],['card']
China,['china'],['china']
Unicom/Hutchison,['unicom/hutchison'],['unicomhutchison']
Unlimited,['unlimited'],['unlimit']
data,['data'],['data']
SIM,['sim'],['sim']
card,['card'],['card']
Optional,['optional'],['option']
days,['days'],['day']
Insert,['insert'],['insert']
card,['card'],['card']
use,['use'],['use']
Self-pickup,['self-pickup'],['selfpickup']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Airport|Top,['airport|top'],['airporttop']
ExperiencesHong,['experienceshong'],['experienceshong']
Kong,['kong'],['kong']
Luxury,['luxury'],['luxuri']
Yacht·Victoria,['yacht·victoria'],['yachtvictoria']
Harbor,['harbor'],['harbor']
One,['one'],['one']
Sightseeing,['sightseeing'],['sightse']
Cruise,['cruise'],['cruis']
"Ticket|""SCHOOL","['ticket|', ""''"", 'school']",['ticketschool']
"ROCK""","['rock', ""''""]",['rock']
Musical,['musical'],['music']
Experience,['experience'],['experi']
Grand,['grand'],['grand']
Café,['café'],['café']
@Harbour,['harbour'],['harbour']
Grand,['grand'],['grand']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Lunch/Dinner,['lunch/dinner'],['lunchdinn']
Festive,['festive'],['festiv']
Buffet,['buffet'],['buffet']
off)|Hong,['|hong'],['offhong']
Kong,['kong'],['kong']
Luxury,['luxury'],['luxuri']
Yacht,['yacht'],['yacht']
Dream,['dream'],['dream']
Tour,['tour'],['tour']
Victoria,['victoria'],['victoria']
Harbor,['harbor'],['harbor']
Night,['night'],['night']
Tour|MoMo,['tour|momo'],['tourmomo']
Café@,['café'],['café']
Courtyard,['courtyard'],['courtyard']
Marriott,['marriott'],['marriott']
Hong,['hong'],['hong']
Kong,['kong'],['kong']
Lunch,['lunch'],['lunch']
Buffet/Dinner,['buffet/dinner'],['buffetdinn']
Buffet/Oyster,['buffet/oyster'],['buffetoyst']
seafood,['seafood'],['seafood']
buffet,['buffet'],['buffet']
dinner,['dinner'],['dinner']
off)|Harvest,['|harvest'],['offharvest']
"Restaurant,",['restaurant'],['restaur']
Noah's,"['noah', ""'s""]",['noah']
Ark,['ark'],['ark']
Hotel,['hotel'],['hotel']
Resort,['resort'],['resort']
Dining/Buffet/Chill,['dining/buffet/chill'],['diningbuffetchil']
Grill,['grill'],['grill']
Seaview,['seaview'],['seaview']
BBQ,['bbq'],['bbq']
Feast|Hong,['feast|hong'],['feasthong']
Kong,['kong'],['kong']
Luxury,['luxury'],['luxuri']
Yacht,['yacht'],['yacht']
Reaching,['reaching'],['reach']
Stars,['stars'],['star']
Tour,['tour'],['tour']
Victoria,['victoria'],['victoria']
Harbor,['harbor'],['harbor']
Night,['night'],['night']
Tour|Tai,['tour|tai'],['tourtai']
Boat,['boat'],['boat']
River,['river'],['river']
Cruise,['cruise'],['cruis']
Tickets|Hong,['tickets|hong'],['ticketshong']
Kong,['kong'],['kong']
Victoria,['victoria'],['victoria']
Peak,['peak'],['peak']
cable,['cable'],['cabl']
car+,['car+'],['car']
Sky,['sky'],['sky']
Terrace,['terrace'],['terrac']
Terrace,['terrace'],['terrac']
Admission,['admission'],['admiss']
Tickets/,['tickets/'],['ticket']
Food,['food'],['food']
Beverages,['beverages'],['beverag']
Vouchers|Bauhinia,['vouchers|bauhinia'],['vouchersbauhinia']
Bauhinia,['bauhinia'],['bauhinia']
Victoria,['victoria'],['victoria']
Harbor,['harbor'],['harbor']
Tour,['tour'],['tour']
Symphony,['symphony'],['symphoni']
"Lights""","['lights', ""''""]",['light']
Sea,['sea'],['sea']
Buffet,['buffet'],['buffet']
Dinner,['dinner'],['dinner']
Cruise,['cruise'],['cruis']
Ticket|Hong,['ticket|hong'],['tickethong']
Kong,['kong'],['kong']
MUSEA——TIRPSE,['musea——tirpse'],['museatirps']
Afternoon,['afternoon'],['afternoon']
Tea,['tea'],['tea']
(Provence,['provence'],['provenc']
Set),['set'],['set']
Group,['group'],['group']
Hiking,['hiking'],['hike']
Day,['day'],['day']
Tour,['tour'],['tour']
Lai,['lai'],['lai']
Chi,['chi'],['chi']
Wo|Organic,['wo|organic'],['woorgan']
Chinese,['chinese'],['chines']
Dumplings,['dumplings'],['dumpl']
Class,['class'],['class']
Scratch,['scratch'],['scratch']
Market,['market'],['market']
Walk|Western,['walk|western'],['walkwestern']
Chinese,['chinese'],['chines']
style,['style'],['style']
night,['night'],['night']
cruise,['cruise'],['cruis']
squid,['squid'],['squid']
cuttlefish,['cuttlefish'],['cuttlefish']
fishing.,['fishing'],['fish']
Fishing,['fishing'],['fish']
gear,['gear'],['gear']
snacks,['snacks'],['snack']
included.,['included'],['includ']
Chartering,['chartering'],['charter']
group,['group'],['group']
tours,['tours'],['tour']
available.|Lamma,['available.|lamma'],['availablelamma']
Island,['island'],['island']
North,['north'],['north']
Point,['point'],['point']
Sun,['sun'],['sun']
Tsuen,['tsuen'],['tsuen']
Turkish,['turkish'],['turkish']
Mosaic,['mosaic'],['mosaic']
Moon,['moon'],['moon']
Lamp,['lamp'],['lamp']
Course,['course'],['cours']
Experience|【Hansik,['experience|【hansik'],['experiencehansik']
Goo】Seasonal,['goo】seasonal'],['gooseason']
Tasting,['tasting'],['tast']
Set|Lamma,['set|lamma'],['setlamma']
Island,['island'],['island']
North,['north'],['north']
Point,['point'],['point']
Sun,['sun'],['sun']
Village,['village'],['villag']
Turkish,['turkish'],['turkish']
Marseille,['marseille'],['marseil']
Coaster,['coaster'],['coaster']
Course,['course'],['cours']
Experience|Popway,['experience|popway'],['experiencepopway']
Hotel,['hotel'],['hotel']
Popway,['popway'],['popway']
Hotel,['hotel'],['hotel']
Sky,['sky'],['sky']
Deck,['deck'],['deck']
Starlight,['starlight'],['starlight']
Package,['package'],['packag']
Two|Creative,['two|creative'],['twocr']
tie-dye,['tie-dye'],['tiedy']
children’s,"['children', '’']",['children']
T-Shirt,['t-shirt'],['tshirt']
course,['course'],['cours']
experience,['experience'],['experi']
North,['north'],['north']
Point,['point'],['point']
Sun,['sun'],['sun']
"Village,",['village'],['villag']
Lamma,['lamma'],['lamma']
Island|Deng,['island|deng'],['islanddeng']
Kee,['kee'],['kee']
Sichuan,['sichuan'],['sichuan']
Cuisine-Four,['cuisine-four'],['cuisinefour']
Happiness,['happiness'],['happi']
Set,['set'],['set']
Meal,['meal'],['meal']
four,['four'],['four']
persons)|Featured,"['persons', '|featured']",['personsfeatur']
Travel,['travel'],['travel']
DestinationsMountain,['destinationsmountain'],['destinationsmountain']
Home,['home'],['home']
Travel|Chengdu,['travel|chengdu'],['travelchengdu']
Travel|Pahrump,['travel|pahrump'],['travelpahrump']
Travel|Antipolo,['travel|antipolo'],['travelantipolo']
Travel|Kashgar,['travel|kashgar'],['travelkashgar']
Travel|Pattaya,['travel|pattaya'],['travelpattaya']
Travel|Augusta,['travel|augusta'],['travelaugusta']
Travel|Gabon,['travel|gabon'],['travelgabon']
Travel|Cesme,['travel|cesme'],['travelcesm']
Travel|Jeju,['travel|jeju'],['traveljeju']
Travel|Indio,['travel|indio'],['travelindio']
Travel|Louisville,['travel|louisville'],['travellouisvil']
Travel|Simi,['travel|simi'],['travelsimi']
Valley,['valley'],['valley']
Travel|Fort,['travel|fort'],['travelfort']
Lauderdale,['lauderdale'],['lauderdal']
Travel|Buckeye,['travel|buckeye'],['travelbuckey']
Travel|La,['travel|la'],['travella']
Trinidad,['trinidad'],['trinidad']
Travel|Morocco,['travel|morocco'],['travelmorocco']
Travel|Marine,['travel|marine'],['travelmarin']
City,['city'],['citi']
Travel|Islamabad,['travel|islamabad'],['travelislamabad']
Travel|Jakarta,['travel|jakarta'],['traveljakarta']
Travel|Rostock,['travel|rostock'],['travelrostock']
Travel|Bonfim,['travel|bonfim'],['travelbonfim']
Travel|Acireale,['travel|acireale'],['travelacireal']
Travel|Nassau,['travel|nassau'],['travelnassau']
County,['county'],['counti']
Travel|Juneau,['travel|juneau'],['traveljuneau']
County,['county'],['counti']
Travel|Cortona,['travel|cortona'],['travelcortona']
Travel|Petermann,['travel|petermann'],['travelpetermann']
Travel|Lushan,['travel|lushan'],['travellushan']
Travel|Mate,['travel|mate'],['travelm']
Yehuda,['yehuda'],['yehuda']
Travel|Gaiole,['travel|gaiole'],['travelgaiol']
Chianti,['chianti'],['chianti']
